id,name,label,description,color,fillColor,weight,rawWeight,lat,lng,emoji,notes,source,target,edgeLabel,edgeColor,edgeWeight,relationship,enlightement,extra
"libfltk-gl1.3t64","libfltk-gl1.3t64","libfltk-gl1.3t64","Fast Light Toolkit - OpenGL rendering support","","","1","1","","","","Section=libs; Version=1.3.11-2","","","","","","","",""
"libfltk1.3t64","libfltk1.3t64","libfltk1.3t64","Fast Light Toolkit - main shared library","","","1","1","","","","Section=libs; Version=1.3.11-2","","","","","","","",""
"libfontconfig1","libfontconfig1","libfontconfig1","generic font configuration library - runtime","","","1","1","","","","Section=libs; Version=2.15.0-2.3","","","","","","","",""
"libfreetype6","libfreetype6","libfreetype6","FreeType 2 font engine, shared library files","","","1","1","","","","Section=libs; Version=2.13.3+dfsg-1","","","","","","","",""
"libgcc-s1","libgcc-s1","libgcc-s1","GCC support library","","","1","1","","","","Section=libs; Version=14.2.0-19","","","","","","","",""
"libgfortran5","libgfortran5","libgfortran5","Runtime library for GNU Fortran applications","","","1","1","","","","Section=libs; Version=14.2.0-19","","","","","","","",""
"libgl1","libgl1","libgl1","Vendor neutral GL dispatch library -- legacy GL support","","","1","1","","","","Section=libs; Version=1.7.0-1+b2","","","","","","","",""
"libgl2ps1.4","libgl2ps1.4","libgl2ps1.4","Lib providing high quality vector output for OpenGL application","","","1","1","","","","Section=libs; Version=1.4.2+dfsg1-2","","","","","","","",""
"libglpk40","libglpk40","libglpk40","linear programming kit with integer (MIP) support","","","1","1","","","","Section=libs; Version=5.0-1+b2","","","","","","","",""
"libglu1-mesa","libglu1-mesa","libglu1-mesa","Mesa OpenGL utility library (GLU)","","","1","1","","","","Section=libs; Version=9.0.2-1.1+b3","","","","","","","",""
"libgomp1","libgomp1","libgomp1","GCC OpenMP (GOMP) support library","","","1","1","","","","Section=libs; Version=14.2.0-19","","","","","","","",""
"libgraphicsmagick++-q16-12t64","libgraphicsmagick++-q16-12t64","libgraphicsmagick++-q16-12t64","format-independent image processing - C++ shared library","","","1","1","","","","Section=libs; Version=1.4+really1.3.45+hg17696-1","","","","","","","",""
"libgraphicsmagick-q16-3t64","libgraphicsmagick-q16-3t64","libgraphicsmagick-q16-3t64","format-independent image processing - C shared library","","","1","1","","","","Section=libs; Version=1.4+really1.3.45+hg17696-1","","","","","","","",""
"libhdf5-310","libhdf5-310","libhdf5-310","HDF5 C runtime files - serial version","","","1","1","","","","Section=libs; Version=1.14.5+repack-3","","","","","","","",""
"liblapack3","liblapack3","liblapack3","Library of linear algebra routines 3 - shared version","","","1","1","","","","Section=libs; Version=3.12.1-6","","","","","","","",""
"libpcre2-8-0","libpcre2-8-0","libpcre2-8-0","New Perl Compatible Regular Expression Library- 8 bit runtime files","","","1","1","","","","Section=libs; Version=10.46-1~deb13u1","","","","","","","",""
"libportaudio2","libportaudio2","libportaudio2","Portable audio I/O - shared library","","","1","1","","","","Section=libs; Version=19.6.0-1.2+b3","","","","","","","",""
"libqhull-r8.0","libqhull-r8.0","libqhull-r8.0","calculate convex hulls and related structures (reentrant shared library)","","","1","1","","","","Section=libs; Version=2020.2-6+b2","","","","","","","",""
"libqrupdate1","libqrupdate1","libqrupdate1","Fast updates of QR and Cholesky decompositions","","","1","1","","","","Section=libs; Version=1.1.5-1","","","","","","","",""
"libqscintilla2-qt6-15","libqscintilla2-qt6-15","libqscintilla2-qt6-15","Qt6 port of the Scintilla source code editing widget","","","1","1","","","","Section=libs; Version=2.14.1+dfsg-1+b4","","","","","","","",""
"libqt6core5compat6","libqt6core5compat6","libqt6core5compat6","Qt 6 Qt5Compat library","","","1","1","","","","Section=libs; Version=6.8.2-3+b1","","","","","","","",""
"libqt6core6t64","libqt6core6t64","libqt6core6t64","Qt 6 core module","","","1","1","","","","Section=libs; Version=6.8.2+dfsg-9","","","","","","","",""
"libqt6gui6","libqt6gui6","libqt6gui6","Qt 6 GUI module","","","1","1","","","","Section=libs; Version=6.8.2+dfsg-9","","","","","","","",""
"libqt6help6","libqt6help6","libqt6help6","Qt 6 Help library","","","1","1","","","","Section=libs; Version=6.8.2-5","","","","","","","",""
"libqt6network6","libqt6network6","libqt6network6","Qt 6 network module","","","1","1","","","","Section=libs; Version=6.8.2+dfsg-9","","","","","","","",""
"libqt6opengl6","libqt6opengl6","libqt6opengl6","Qt 6 OpenGL module","","","1","1","","","","Section=libs; Version=6.8.2+dfsg-9","","","","","","","",""
"libqt6openglwidgets6","libqt6openglwidgets6","libqt6openglwidgets6","Qt 6 OpenGL widgets module","","","1","1","","","","Section=libs; Version=6.8.2+dfsg-9","","","","","","","",""
"libqt6printsupport6","libqt6printsupport6","libqt6printsupport6","Qt 6 print support module","","","1","1","","","","Section=libs; Version=6.8.2+dfsg-9","","","","","","","",""
"libqt6widgets6","libqt6widgets6","libqt6widgets6","Qt 6 widgets module","","","1","1","","","","Section=libs; Version=6.8.2+dfsg-9","","","","","","","",""
"libqt6xml6","libqt6xml6","libqt6xml6","Qt 6 XML module","","","1","1","","","","Section=libs; Version=6.8.2+dfsg-9","","","","","","","",""
"libreadline8t64","libreadline8t64","libreadline8t64","GNU readline and history libraries, run-time libraries","","","1","1","","","","Section=libs; Version=8.2-6","","","","","","","",""
"libsndfile1","libsndfile1","libsndfile1","Library for reading/writing audio files","","","1","1","","","","Section=libs; Version=1.2.2-2+b1","","","","","","","",""
"libspqr4","libspqr4","libspqr4","sparse QR factorization library","","","1","1","","","","Section=libs; Version=1:7.10.1+dfsg-1","","","","","","","",""
"libstdc++6","libstdc++6","libstdc++6","GNU Standard C++ Library v3","","","1","1","","","","Section=libs; Version=14.2.0-19","","","","","","","",""
"libsuitesparseconfig7","libsuitesparseconfig7","libsuitesparseconfig7","configuration routines for all SuiteSparse modules","","","1","1","","","","Section=libs; Version=1:7.10.1+dfsg-1","","","","","","","",""
"libumfpack6","libumfpack6","libumfpack6","sparse LU factorization library","","","1","1","","","","Section=libs; Version=1:7.10.1+dfsg-1","","","","","","","",""
"libx11-6","libx11-6","libx11-6","X11 client-side library","","","1","1","","","","Section=libs; Version=2:1.8.12-1","","","","","","","",""
"zlib1g","zlib1g","zlib1g","compression library - runtime","","","1","1","","","","Section=libs; Version=1:1.3.dfsg+really1.3.1-1+b1","","","","","","","",""
"texinfo","texinfo","texinfo","Documentation system for on-line information and printed output","","","1","1","","","","Section=text; Version=7.1.1-1","","","","","","","",""
"octave-common","octave-common","octave-common","architecture-independent files for octave","","","1","1","","","","Section=math; Version=9.4.0-1","","","","","","","",""
"gnuplot-qt","gnuplot-qt","gnuplot-qt","Command-line driven interactive plotting program. QT-package","","","1","1","","","","Section=math; Version=6.0.2+dfsg1-1","","","","","","","",""
"libopenblas0","libopenblas0","libopenblas0","Optimized BLAS (linear algebra) library (meta)","","","1","1","","","","Section=metapackages; Version=0.3.29+ds-3","","","","","","","",""
"pstoedit","pstoedit","pstoedit","PostScript and PDF files to editable vector graphics converter","","","1","1","","","","Section=graphics; Version=4.02-1+b1","","","","","","","",""
"epstool","epstool","epstool","edit preview images and fix bounding boxes in EPS files","","","1","1","","","","Section=graphics; Version=3.09-4","","","","","","","",""
"default-jre-headless","default-jre-headless","default-jre-headless","Standard Java or Java compatible Runtime (headless)","","","1","1","","","","Section=java; Version=2:1.21-76","","","","","","","",""
"octave-doc","octave-doc","octave-doc","documentation of the GNU Octave language","","","1","1","","","","Section=doc; Version=9.4.0-1","","","","","","","",""
"libidn2-0","libidn2-0","libidn2-0","Internationalized domain names (IDNA2008/TR46) library","","","1","1","","","","Section=libs; Version=2.3.8-2","","","","","","","",""
"libcamd3","libcamd3","libcamd3","symmetric approximate minimum degree library for sparse matrices","","","1","1","","","","Section=libs; Version=1:7.10.1+dfsg-1","","","","","","","",""
"libbrotli1","libbrotli1","libbrotli1","library implementing brotli encoder and decoder (shared libraries)","","","1","1","","","","Section=libs; Version=1.1.0-2+b7","","","","","","","",""
"libgnutls30t64","libgnutls30t64","libgnutls30t64","GNU TLS library - main runtime library","","","1","1","","","","Section=libs; Version=3.8.9-3","","","","","","","",""
"libgssapi-krb5-2","libgssapi-krb5-2","libgssapi-krb5-2","MIT Kerberos runtime libraries - krb5 GSS-API Mechanism","","","1","1","","","","Section=libs; Version=1.21.3-5","","","","","","","",""
"libldap2","libldap2","libldap2","OpenLDAP libraries","","","1","1","","","","Section=libs; Version=2.6.10+dfsg-1","","","","","","","",""
"libnettle8t64","libnettle8t64","libnettle8t64","low level cryptographic library (symmetric and one-way cryptos)","","","1","1","","","","Section=libs; Version=3.10.1-1","","","","","","","",""
"libnghttp2-14","libnghttp2-14","libnghttp2-14","library implementing HTTP/2 protocol (shared library)","","","1","1","","","","Section=libs; Version=1.64.0-1.1","","","","","","","",""
"libnghttp3-9","libnghttp3-9","libnghttp3-9","HTTP/3 library with QUIC and QPACK (library)","","","1","1","","","","Section=libs; Version=1.8.0-1","","","","","","","",""
"libngtcp2-16","libngtcp2-16","libngtcp2-16","implementation of QUIC protocol (library)","","","1","1","","","","Section=libs; Version=1.11.0-1","","","","","","","",""
"libngtcp2-crypto-gnutls8","libngtcp2-crypto-gnutls8","libngtcp2-crypto-gnutls8","implementation of QUIC protocol (library)","","","1","1","","","","Section=libs; Version=1.11.0-1","","","","","","","",""
"libpsl5t64","libpsl5t64","libpsl5t64","Library for Public Suffix List (shared libraries)","","","1","1","","","","Section=libs; Version=0.21.2-1.1+b1","","","","","","","",""
"librtmp1","librtmp1","librtmp1","toolkit for RTMP streams (shared library)","","","1","1","","","","Section=libs; Version=2.4+20151223.gitfa8646d.1-2+b5","","","","","","","",""
"libssh2-1t64","libssh2-1t64","libssh2-1t64","SSH2 client-side library","","","1","1","","","","Section=libs; Version=1.11.1-1","","","","","","","",""
"libzstd1","libzstd1","libzstd1","fast lossless compression algorithm","","","1","1","","","","Section=libs; Version=1.5.7+dfsg-1","","","","","","","",""
"ca-certificates","ca-certificates","ca-certificates","Common CA certificates","","","1","1","","","","Section=misc; Version=20250419","","","","","","","",""
"libxcursor1","libxcursor1","libxcursor1","X cursor management library","","","1","1","","","","Section=libs; Version=1:1.2.3-1","","","","","","","",""
"libxext6","libxext6","libxext6","X11 miscellaneous extension library","","","1","1","","","","Section=libs; Version=2:1.3.4-1+b3","","","","","","","",""
"libxfixes3","libxfixes3","libxfixes3","X11 miscellaneous 'fixes' extension library","","","1","1","","","","Section=libs; Version=1:6.0.0-2+b4","","","","","","","",""
"libxft2","libxft2","libxft2","FreeType-based font drawing library for X","","","1","1","","","","Section=libs; Version=2.3.6-1+b4","","","","","","","",""
"libxinerama1","libxinerama1","libxinerama1","X11 Xinerama extension library","","","1","1","","","","Section=libs; Version=2:1.1.4-3+b4","","","","","","","",""
"libxrender1","libxrender1","libxrender1","X Rendering Extension client library","","","1","1","","","","Section=libs; Version=1:0.9.12-1","","","","","","","",""
"libexpat1","libexpat1","libexpat1","XML parsing C library - runtime library","","","1","1","","","","Section=libs; Version=2.7.1-2","","","","","","","",""
"fontconfig-config","fontconfig-config","fontconfig-config","generic font configuration library - configuration","","","1","1","","","","Section=fonts; Version=2.15.0-2.3","","","","","","","",""
"libpng16-16t64","libpng16-16t64","libpng16-16t64","PNG library - runtime (version 1.6)","","","1","1","","","","Section=libs; Version=1.6.48-1","","","","","","","",""
"gcc-14-base","gcc-14-base","gcc-14-base","GCC, the GNU Compiler Collection (base package)","","","1","1","","","","Section=libs; Version=14.2.0-19","","","","","","","",""
"libglvnd0","libglvnd0","libglvnd0","Vendor neutral GL dispatch library","","","1","1","","","","Section=libs; Version=1.7.0-1+b2","","","","","","","",""
"libglx0","libglx0","libglx0","Vendor neutral GL dispatch library -- GLX support","","","1","1","","","","Section=libs; Version=1.7.0-1+b2","","","","","","","",""
"libgmp10","libgmp10","libgmp10","Multiprecision arithmetic library","","","1","1","","","","Section=libs; Version=2:6.3.0+dfsg-3","","","","","","","",""
"libltdl7","libltdl7","libltdl7","System independent dlopen wrapper for GNU libtool","","","1","1","","","","Section=libs; Version=2.5.4-4","","","","","","","",""
"libopengl0","libopengl0","libopengl0","Vendor neutral GL dispatch library -- OpenGL support","","","1","1","","","","Section=libs; Version=1.7.0-1+b2","","","","","","","",""
"libheif1","libheif1","libheif1","HEIF and AVIF file format decoder and encoder - shared library","","","1","1","","","","Section=libs; Version=1.19.8-1","","","","","","","",""
"libjbig0","libjbig0","libjbig0","JBIGkit libraries","","","1","1","","","","Section=libs; Version=2.1-6.1+b2","","","","","","","",""
"libjpeg62-turbo","libjpeg62-turbo","libjpeg62-turbo","libjpeg-turbo JPEG runtime library","","","1","1","","","","Section=libs; Version=1:2.1.5-4","","","","","","","",""
"libjxl0.11","libjxl0.11","libjxl0.11","JPEG XL Image Coding System - ""JXL"" (shared libraries)","","","1","1","","","","Section=libs; Version=0.11.1-4","","","","","","","",""
"liblcms2-2","liblcms2-2","liblcms2-2","Little CMS 2 color management library","","","1","1","","","","Section=libs; Version=2.16-2","","","","","","","",""
"libtiff6","libtiff6","libtiff6","Tag Image File Format (TIFF) library","","","1","1","","","","Section=libs; Version=4.7.0-3","","","","","","","",""
"libwebp7","libwebp7","libwebp7","Lossy compression of digital photographic images (shared library)","","","1","1","","","","Section=libs; Version=1.5.0-0.1","","","","","","","",""
"libwebpmux3","libwebpmux3","libwebpmux3","Lossy compression of digital photographic images (libwebpmux library)","","","1","1","","","","Section=libs; Version=1.5.0-0.1","","","","","","","",""
"libwmflite-0.2-7","libwmflite-0.2-7","libwmflite-0.2-7","Windows metafile conversion lite library","","","1","1","","","","Section=libs; Version=0.2.13-1.1+b3","","","","","","","",""
"libxml2","libxml2","libxml2","GNOME XML library","","","1","1","","","","Section=libs; Version=2.12.7+dfsg+really2.9.14-2.1+deb13u1","","","","","","","",""
"ghostscript","ghostscript","ghostscript","interpreter for the PostScript language and for PDF","","","1","1","","","","Section=text; Version=10.05.1~dfsg-1","","","","","","","",""
"fonts-urw-base35","fonts-urw-base35","fonts-urw-base35","font set metric-compatible with the 35 PostScript Level 2 Base Fonts","","","1","1","","","","Section=fonts; Version=20200910-8","","","","","","","",""
"libcurl4t64","libcurl4t64","libcurl4t64","easy-to-use client-side URL transfer library (OpenSSL flavour)","","","1","1","","","","Section=libs; Version=8.14.1-2","","","","","","","",""
"libssl3t64","libssl3t64","libssl3t64","Secure Sockets Layer toolkit - shared libraries","","","1","1","","","","Section=libs; Version=3.5.1-1","","","","","","","",""
"libsz2","libsz2","libsz2","Adaptive Entropy Coding library - SZIP","","","1","1","","","","Section=libs; Version=1.1.3-1+b1","","","","","","","",""
"libasound2t64","libasound2t64","libasound2t64","shared library for ALSA applications","","","1","1","","","","Section=libs; Version=1.2.14-1","","","","","","","",""
"libjack-jackd2-0","libjack-jackd2-0","libjack-jackd2-0","JACK Audio Connection Kit (libraries)","","","1","1","","","","Section=libs; Version=1.9.22~dfsg-4","","","","","","","",""
"libqscintilla2-qt6-l10n","libqscintilla2-qt6-l10n","libqscintilla2-qt6-l10n","Scintilla source code editing widget for Qt6, translation files","","","1","1","","","","Section=localization; Version=2.14.1+dfsg-1","","","","","","","",""
"libicu76","libicu76","libicu76","International Components for Unicode","","","1","1","","","","Section=libs; Version=76.1-4","","","","","","","",""
"qt6-base-private-abi","qt6-base-private-abi","qt6-base-private-abi","unknown","","","1","1","","","","missing in Packages file","","","","","","","",""
"shared-mime-info","shared-mime-info","shared-mime-info","FreeDesktop.org shared MIME database and spec","","","1","1","","","","Section=misc; Version=2.4-5+b2","","","","","","","",""
"libb2-1","libb2-1","libb2-1","BLAKE2 family of hash functions","","","1","1","","","","Section=libs; Version=0.98.1-1.1+b2","","","","","","","",""
"libdouble-conversion3","libdouble-conversion3","libdouble-conversion3","routines to convert IEEE floats to and from strings","","","1","1","","","","Section=libs; Version=3.3.1-1","","","","","","","",""
"libglib2.0-0t64","libglib2.0-0t64","libglib2.0-0t64","GLib library of C routines","","","1","1","","","","Section=libs; Version=2.84.4-3~deb13u1","","","","","","","",""
"libpcre2-16-0","libpcre2-16-0","libpcre2-16-0","New Perl Compatible Regular Expression Library - 16 bit runtime files","","","1","1","","","","Section=libs; Version=10.46-1~deb13u1","","","","","","","",""
"qt6-translations-l10n","qt6-translations-l10n","qt6-translations-l10n","translations for Qt 6","","","1","1","","","","Section=localization; Version=6.8.2-2","","","","","","","",""
"fontconfig","fontconfig","fontconfig","generic font configuration library - support binaries","","","1","1","","","","Section=fonts; Version=2.15.0-2.3","","","","","","","",""
"libdrm2","libdrm2","libdrm2","Userspace interface to kernel DRM services -- runtime","","","1","1","","","","Section=libs; Version=2.4.124-2","","","","","","","",""
"libegl1","libegl1","libegl1","Vendor neutral GL dispatch library -- EGL support","","","1","1","","","","Section=libs; Version=1.7.0-1+b2","","","","","","","",""
"libharfbuzz0b","libharfbuzz0b","libharfbuzz0b","OpenType text shaping engine (shared library)","","","1","1","","","","Section=libs; Version=10.2.0-1+b1","","","","","","","",""
"libice6","libice6","libice6","X11 Inter-Client Exchange library","","","1","1","","","","Section=libs; Version=2:1.1.1-1","","","","","","","",""
"libinput10","libinput10","libinput10","input device management and event handling library - shared library","","","1","1","","","","Section=libs; Version=1.28.1-1","","","","","","","",""
"libmd4c0","libmd4c0","libmd4c0","Markdown for C","","","1","1","","","","Section=libs; Version=0.5.2-2+b1","","","","","","","",""
"libmtdev1t64","libmtdev1t64","libmtdev1t64","Multitouch Protocol Translation Library - shared library","","","1","1","","","","Section=libs; Version=1.1.7-1","","","","","","","",""
"libqt6dbus6","libqt6dbus6","libqt6dbus6","Qt 6 D-Bus module","","","1","1","","","","Section=libs; Version=6.8.2+dfsg-9","","","","","","","",""
"libsm6","libsm6","libsm6","X11 Session Management library","","","1","1","","","","Section=libs; Version=2:1.2.6-1","","","","","","","",""
"libts0t64","libts0t64","libts0t64","touch screen library","","","1","1","","","","Section=libs; Version=1.22-1.1+b1","","","","","","","",""
"libudev1","libudev1","libudev1","libudev shared library","","","1","1","","","","Section=libs; Version=257.8-1~deb13u1","","","","","","","",""
"libx11-xcb1","libx11-xcb1","libx11-xcb1","Xlib/XCB interface library","","","1","1","","","","Section=libs; Version=2:1.8.12-1","","","","","","","",""
"libxcb-cursor0","libxcb-cursor0","libxcb-cursor0","utility libraries for X C Binding -- cursor","","","1","1","","","","Section=libs; Version=0.1.5-1","","","","","","","",""
"libxcb-glx0","libxcb-glx0","libxcb-glx0","X C Binding, glx extension","","","1","1","","","","Section=libs; Version=1.17.0-2+b1","","","","","","","",""
"libxcb-icccm4","libxcb-icccm4","libxcb-icccm4","utility libraries for X C Binding -- icccm","","","1","1","","","","Section=libs; Version=0.4.2-1","","","","","","","",""
"libxcb-image0","libxcb-image0","libxcb-image0","utility libraries for X C Binding -- image","","","1","1","","","","Section=libs; Version=0.4.0-2+b2","","","","","","","",""
"libxcb-keysyms1","libxcb-keysyms1","libxcb-keysyms1","utility libraries for X C Binding -- keysyms","","","1","1","","","","Section=libs; Version=0.4.1-1","","","","","","","",""
"libxcb-randr0","libxcb-randr0","libxcb-randr0","X C Binding, randr extension","","","1","1","","","","Section=libs; Version=1.17.0-2+b1","","","","","","","",""
"libxcb-render-util0","libxcb-render-util0","libxcb-render-util0","utility libraries for X C Binding -- render-util","","","1","1","","","","Section=libs; Version=0.3.10-1","","","","","","","",""
"libxcb-render0","libxcb-render0","libxcb-render0","X C Binding, render extension","","","1","1","","","","Section=libs; Version=1.17.0-2+b1","","","","","","","",""
"libxcb-shape0","libxcb-shape0","libxcb-shape0","X C Binding, shape extension","","","1","1","","","","Section=libs; Version=1.17.0-2+b1","","","","","","","",""
"libxcb-shm0","libxcb-shm0","libxcb-shm0","X C Binding, shm extension","","","1","1","","","","Section=libs; Version=1.17.0-2+b1","","","","","","","",""
"libxcb-sync1","libxcb-sync1","libxcb-sync1","X C Binding, sync extension","","","1","1","","","","Section=libs; Version=1.17.0-2+b1","","","","","","","",""
"libxcb-xfixes0","libxcb-xfixes0","libxcb-xfixes0","X C Binding, xfixes extension","","","1","1","","","","Section=libs; Version=1.17.0-2+b1","","","","","","","",""
"libxcb-xinput0","libxcb-xinput0","libxcb-xinput0","X C Binding, xinput extension","","","1","1","","","","Section=libs; Version=1.17.0-2+b1","","","","","","","",""
"libxcb-xkb1","libxcb-xkb1","libxcb-xkb1","X C Binding, XKEYBOARD extension","","","1","1","","","","Section=libs; Version=1.17.0-2+b1","","","","","","","",""
"libxcb1","libxcb1","libxcb1","X C Binding","","","1","1","","","","Section=libs; Version=1.17.0-2+b1","","","","","","","",""
"libxkbcommon-x11-0","libxkbcommon-x11-0","libxkbcommon-x11-0","library to create keymaps with the XKB X11 protocol","","","1","1","","","","Section=libs; Version=1.7.0-2","","","","","","","",""
"libxkbcommon0","libxkbcommon0","libxkbcommon0","library interface to the XKB compiler - shared library","","","1","1","","","","Section=libs; Version=1.7.0-2","","","","","","","",""
"qt6-gtk-platformtheme","qt6-gtk-platformtheme","qt6-gtk-platformtheme","Qt 6 GTK+ 3 platform theme","","","1","1","","","","Section=libs; Version=6.8.2+dfsg-9","","","","","","","",""
"qt6-qpa-plugins","qt6-qpa-plugins","qt6-qpa-plugins","Qt 6 QPA plugins","","","1","1","","","","Section=libs; Version=6.8.2+dfsg-9","","","","","","","",""
"qt6-svg-plugins","qt6-svg-plugins","qt6-svg-plugins","Qt 6 SVG library plugins","","","1","1","","","","Section=libs; Version=6.8.2-3","","","","","","","",""
"qt6-wayland","qt6-wayland","qt6-wayland","Qt 6 Wayland platform plugin","","","1","1","","","","Section=libs; Version=6.8.2-4","","","","","","","",""
"libqt6sql6","libqt6sql6","libqt6sql6","Qt 6 SQL module","","","1","1","","","","Section=libs; Version=6.8.2+dfsg-9","","","","","","","",""
"libproxy1v5","libproxy1v5","libproxy1v5","automatic proxy configuration management library (shared)","","","1","1","","","","Section=libs; Version=0.5.9-1","","","","","","","",""
"libgbm1","libgbm1","libgbm1","generic buffer management API -- runtime","","","1","1","","","","Section=libs; Version=25.0.7-2","","","","","","","",""
"libcups2t64","libcups2t64","libcups2t64","Common UNIX Printing System(tm) - Core library","","","1","1","","","","Section=libs; Version=2.4.10-3","","","","","","","",""
"libcups2","libcups2","libcups2","unknown","","","1","1","","","","missing in Packages file","","","","","","","",""
"readline-common","readline-common","readline-common","GNU readline and history libraries, common files","","","1","1","","","","Section=utils; Version=8.2-6","","","","","","","",""
"libtinfo6","libtinfo6","libtinfo6","shared low-level terminfo library for terminal handling","","","1","1","","","","Section=libs; Version=6.5+20250216-2","","","","","","","",""
"libflac14","libflac14","libflac14","Free Lossless Audio Codec - runtime C library","","","1","1","","","","Section=libs; Version=1.5.0+ds-2","","","","","","","",""
"libmp3lame0","libmp3lame0","libmp3lame0","MP3 encoding library","","","1","1","","","","Section=libs; Version=3.100-6+b3","","","","","","","",""
"libmpg123-0t64","libmpg123-0t64","libmpg123-0t64","MPEG layer 1/2/3 audio decoder (shared library)","","","1","1","","","","Section=libs; Version=1.32.10-1","","","","","","","",""
"libogg0","libogg0","libogg0","Ogg bitstream library","","","1","1","","","","Section=libs; Version=1.3.5-3+b2","","","","","","","",""
"libopus0","libopus0","libopus0","Opus codec runtime library","","","1","1","","","","Section=libs; Version=1.5.2-2","","","","","","","",""
"libvorbis0a","libvorbis0a","libvorbis0a","decoder library for Vorbis General Audio Compression Codec","","","1","1","","","","Section=libs; Version=1.3.7-3","","","","","","","",""
"libvorbisenc2","libvorbisenc2","libvorbisenc2","encoder library for Vorbis General Audio Compression Codec","","","1","1","","","","Section=libs; Version=1.3.7-3","","","","","","","",""
"libx11-data","libx11-data","libx11-data","X11 client-side library","","","1","1","","","","Section=x11; Version=2:1.8.12-1","","","","","","","",""
"perl:any","perl:any","perl:any","unknown","","","1","1","","","","missing in Packages file","","","","","","","",""
"libtext-unidecode-perl","libtext-unidecode-perl","libtext-unidecode-perl","US-ASCII transliterations of Unicode text","","","1","1","","","","Section=perl; Version=1.30-3","","","","","","","",""
"libxml-libxml-perl","libxml-libxml-perl","libxml-libxml-perl","Perl interface to the libxml2 library","","","1","1","","","","Section=perl; Version=2.0207+dfsg+really+2.0134-5+b2","","","","","","","",""
"texinfo-lib","texinfo-lib","texinfo-lib","Libraries needed by the texinfo package","","","1","1","","","","Section=text; Version=7.1.1-1+b1","","","","","","","",""
"tex-common","tex-common","tex-common","common infrastructure for building and installing TeX","","","1","1","","","","Section=tex; Version=6.19","","","","","","","",""
"fonts-freefont-otf","fonts-freefont-otf","fonts-freefont-otf","Freefont Serif, Sans and Mono OpenType fonts","","","1","1","","","","Section=fonts; Version=20211204+svn4273-2","","","","","","","",""
"gnuplot-data","gnuplot-data","gnuplot-data","Command-line driven interactive plotting program. Data-files","","","1","1","","","","Section=doc; Version=6.0.2+dfsg1-1","","","","","","","",""
"libcairo2","libcairo2","libcairo2","Cairo 2D vector graphics library","","","1","1","","","","Section=libs; Version=1.18.4-1+b1","","","","","","","",""
"libedit2","libedit2","libedit2","BSD editline and history libraries","","","1","1","","","","Section=libs; Version=3.1-20250104-1","","","","","","","",""
"libgd3","libgd3","libgd3","GD Graphics Library","","","1","1","","","","Section=libs; Version=2.3.3-13","","","","","","","",""
"liblua5.4-0","liblua5.4-0","liblua5.4-0","Shared library for the Lua interpreter version 5.4","","","1","1","","","","Section=libs; Version=5.4.7-1+b2","","","","","","","",""
"libpango-1.0-0","libpango-1.0-0","libpango-1.0-0","Layout and rendering of internationalized text","","","1","1","","","","Section=libs; Version=1.56.3-1","","","","","","","",""
