id,name,label,description,color,fillColor,weight,rawWeight,lat,lng,emoji,notes,source,target,edgeLabel,edgeColor,edgeWeight,relationship,extra
mpi-default-dev,mpi-default-dev,mpi-default-dev,Standard MPI development files (metapackage),,,1,1,,,,Section=libdevel; Version=1.18,,,,,,,
python3-vtk9,python3-vtk9,python3-vtk9,Python bindings for VTK,,,1,1,,,,Section=python; Version=9.3.0+dfsg1-4+b1,,,,,,,
tcl-dev,tcl-dev,tcl-dev,Tool Command Language (default version) - development files,,,1,1,,,,Section=libdevel; Version=8.6.16,,,,,,,
tk-dev,tk-dev,tk-dev,Toolkit for Tcl and X11 (default version) - development files,,,1,1,,,,Section=devel; Version=8.6.16,,,,,,,
vtk9,vtk9,vtk9,Binaries for VTK9,,,1,1,,,,Section=interpreters; Version=9.3.0+dfsg1-4+b1,,,,,,,
x11proto-core-dev,x11proto-core-dev,x11proto-core-dev,transitional dummy package,,,1,1,,,,Section=x11; Version=2024.1-1,,,,,,,
zlib1g-dev,zlib1g-dev,zlib1g-dev,compression library - development,,,1,1,,,,Section=libdevel; Version=1:1.3.dfsg+really1.3.1-1+b1,,,,,,,
default-jre,default-jre,default-jre,Standard Java or Java compatible Runtime,,,1,1,,,,Section=java; Version=2:1.21-76,,,,,,,
default-jdk-headless,default-jdk-headless,default-jdk-headless,Standard Java or Java compatible Development Kit (headless),,,1,1,,,,Section=java; Version=2:1.21-76,,,,,,,
openjdk-21-jdk,openjdk-21-jdk,openjdk-21-jdk,OpenJDK Development Kit (JDK),,,1,1,,,,Section=java; Version=21.0.8+9-1,,,,,,,
libmariadb-dev-compat,libmariadb-dev-compat,libmariadb-dev-compat,"MariaDB Connector/C, compatibility symlinks",,,1,1,,,,Section=libdevel; Version=1:11.8.3-0+deb13u1,,,,,,,
libavcodec61,libavcodec61,libavcodec61,FFmpeg library with de/encoders for audio/video codecs - runtime files,,,1,1,,,,Section=libs; Version=7:7.1.1-1+b1,,,,,,,
libswresample-dev,libswresample-dev,libswresample-dev,"FFmpeg library for audio resampling, rematrixing etc. - development files",,,1,1,,,,Section=libdevel; Version=7:7.1.1-1+b1,,,,,,,
libavformat61,libavformat61,libavformat61,FFmpeg library with (de)muxers for multimedia containers - runtime files,,,1,1,,,,Section=libs; Version=7:7.1.1-1+b1,,,,,,,
libavutil59,libavutil59,libavutil59,FFmpeg library with functions for simplifying programming - runtime files,,,1,1,,,,Section=libs; Version=7:7.1.1-1+b1,,,,,,,
libc6,libc6,libc6,GNU C Library: Shared libraries,,,1,1,,,,Section=libs; Version=2.41-12,,,,,,,
libc-dev-bin,libc-dev-bin,libc-dev-bin,GNU C Library: Development binaries,,,1,1,,,,Section=libdevel; Version=2.41-12,,,,,,,
linux-libc-dev,linux-libc-dev,linux-libc-dev,Linux support headers for userspace development,,,1,1,,,,Section=devel; Version=6.12.43-1,,,,,,,
libcrypt-dev,libcrypt-dev,libcrypt-dev,libcrypt development files,,,1,1,,,,Section=libdevel; Version=1:4.4.38-1,,,,,,,
rpcsvc-proto,rpcsvc-proto,rpcsvc-proto,RPC protocol compiler and definitions,,,1,1,,,,Section=libs; Version=1.4.3-1,,,,,,,
libdouble-conversion3,libdouble-conversion3,libdouble-conversion3,routines to convert IEEE floats to and from strings,,,1,1,,,,Section=libs; Version=3.3.1-1,,,,,,,
pkg-config,pkg-config,pkg-config,manage compile and link flags for libraries (transitional package),,,1,1,,,,Section=devel; Version=1.8.1-4,,,,,,,
libfreetype6,libfreetype6,libfreetype6,"FreeType 2 font engine, shared library files",,,1,1,,,,Section=libs; Version=2.13.3+dfsg-1,,,,,,,
libbrotli-dev,libbrotli-dev,libbrotli-dev,library implementing brotli encoder and decoder (development files),,,1,1,,,,Section=libdevel; Version=1.1.0-2+b7,,,,,,,
libbz2-dev,libbz2-dev,libbz2-dev,high-quality block-sorting file compressor library - development,,,1,1,,,,Section=libdevel; Version=1.0.8-6,,,,,,,
libgdal36,libgdal36,libgdal36,Geospatial Data Abstraction Library,,,1,1,,,,Section=libs; Version=3.10.3+dfsg-1,,,,,,,
libarmadillo-dev,libarmadillo-dev,libarmadillo-dev,streamlined C++ linear algebra library - Headers,,,1,1,,,,Section=libdevel; Version=1:14.2.3+dfsg-1+b1,,,,,,,
libavif-dev,libavif-dev,libavif-dev,Library for handling .avif files (development files),,,1,1,,,,Section=libdevel; Version=1.2.1-1.2,,,,,,,
libblosc-dev,libblosc-dev,libblosc-dev,high performance meta-compressor optimized for binary data (development files),,,1,1,,,,Section=libdevel; Version=1.21.5+ds-1+b2,,,,,,,
libcfitsio-dev,libcfitsio-dev,libcfitsio-dev,library for I/O with FITS format data files (development files),,,1,1,,,,Section=libdevel; Version=4.6.2-2,,,,,,,
libcurl4-gnutls-dev,libcurl4-gnutls-dev,libcurl4-gnutls-dev,development files and documentation for libcurl (GnuTLS flavour),,,1,1,,,,Section=libdevel; Version=8.14.1-2,,,,,,,
libdeflate-dev,libdeflate-dev,libdeflate-dev,headers for whole-buffer compression and decompression library,,,1,1,,,,Section=libdevel; Version=1.23-2,,,,,,,
libexpat1-dev,libexpat1-dev,libexpat1-dev,XML parsing C library - development kit,,,1,1,,,,Section=libdevel; Version=2.7.1-2,,,,,,,
libfreexl-dev,libfreexl-dev,libfreexl-dev,library for direct reading of Microsoft Excel spreadsheets - devel,,,1,1,,,,Section=libdevel; Version=2.0.0-1+b3,,,,,,,
libfyba-dev,libfyba-dev,libfyba-dev,Header files for FYBA library,,,1,1,,,,Section=libdevel; Version=4.1.1-11+b1,,,,,,,
libgeos-dev,libgeos-dev,libgeos-dev,Geometry engine for GIS - Development files,,,1,1,,,,Section=libdevel; Version=3.13.1-1,,,,,,,
libgeotiff-dev,libgeotiff-dev,libgeotiff-dev,GeoTIFF (geografic enabled TIFF) library -- development files,,,1,1,,,,Section=libdevel; Version=1.7.4-1,,,,,,,
libgif-dev,libgif-dev,libgif-dev,library for GIF images (development),,,1,1,,,,Section=libdevel; Version=5.2.2-1+b1,,,,,,,
libhdf4-alt-dev,libhdf4-alt-dev,libhdf4-alt-dev,Hierarchical Data Format development files (without NetCDF),,,1,1,,,,Section=libdevel; Version=4.3.0-1+b1,,,,,,,
libhdf5-dev,libhdf5-dev,libhdf5-dev,HDF5 - development files - serial version,,,1,1,,,,Section=libdevel; Version=1.14.5+repack-3,,,,,,,
libheif-dev,libheif-dev,libheif-dev,HEIF and AVIF file format decoder and encoder - development files,,,1,1,,,,Section=libdevel; Version=1.19.8-1,,,,,,,
libjson-c-dev,libjson-c-dev,libjson-c-dev,JSON manipulation library - development files,,,1,1,,,,Section=libdevel; Version=0.18+ds-1,,,,,,,
libkml-dev,libkml-dev,libkml-dev,Library to manipulate KML 2.2 OGC standard files - development files,,,1,1,,,,Section=libdevel; Version=1.3.0-12+b2,,,,,,,
libltdl-dev,libltdl-dev,libltdl-dev,System independent dlopen wrapper for GNU libtool (headers),,,1,1,,,,Section=libdevel; Version=2.5.4-4,,,,,,,
liblzma-dev,liblzma-dev,liblzma-dev,XZ-format compression library - development files,,,1,1,,,,Section=libdevel; Version=5.8.1-1,,,,,,,
libogdi-dev,libogdi-dev,libogdi-dev,Open Geographic Datastore Interface Library -- development,,,1,1,,,,Section=libdevel; Version=4.1.1+ds-5,,,,,,,
libopenjp2-7-dev,libopenjp2-7-dev,libopenjp2-7-dev,"development files for OpenJPEG, a JPEG 2000 image library",,,1,1,,,,Section=libdevel; Version=2.5.3-2.1~deb13u1,,,,,,,
libpcre2-dev,libpcre2-dev,libpcre2-dev,New Perl Compatible Regular Expression Library - development files,,,1,1,,,,Section=libdevel; Version=10.46-1~deb13u1,,,,,,,
libpoppler-private-dev,libpoppler-private-dev,libpoppler-private-dev,PDF rendering library -- private development files,,,1,1,,,,Section=libdevel; Version=25.03.0-5,,,,,,,
libqhull-dev,libqhull-dev,libqhull-dev,calculate convex hulls and related structures (development files),,,1,1,,,,Section=libdevel; Version=2020.2-6+b2,,,,,,,
libspatialite-dev,libspatialite-dev,libspatialite-dev,Geospatial extension for SQLite - development files,,,1,1,,,,Section=libdevel; Version=5.1.0-3+b2,,,,,,,
libsqlite3-dev,libsqlite3-dev,libsqlite3-dev,SQLite 3 development files,,,1,1,,,,Section=libdevel; Version=3.46.1-7,,,,,,,
liburiparser-dev,liburiparser-dev,liburiparser-dev,development files for uriparser,,,1,1,,,,Section=libdevel; Version=0.9.8+dfsg-2,,,,,,,
libwebp-dev,libwebp-dev,libwebp-dev,Lossy compression of digital photographic images (development files),,,1,1,,,,Section=libdevel; Version=1.5.0-0.1,,,,,,,
libxerces-c-dev,libxerces-c-dev,libxerces-c-dev,validating XML parser library for C++ (development files),,,1,1,,,,Section=libdevel; Version=3.2.4+debian-1.3+b2,,,,,,,
libzstd-dev,libzstd-dev,libzstd-dev,fast lossless compression algorithm -- development files,,,1,1,,,,Section=libdevel; Version=1.5.7+dfsg-1,,,,,,,
unixodbc-dev,unixodbc-dev,unixodbc-dev,ODBC libraries for Unix (development files),,,1,1,,,,Section=devel; Version=2.3.12-2,,,,,,,
libgl1,libgl1,libgl1,Vendor neutral GL dispatch library -- legacy GL support,,,1,1,,,,Section=libs; Version=1.7.0-1+b2,,,,,,,
libglx-dev,libglx-dev,libglx-dev,Vendor neutral GL dispatch library -- GLX development files,,,1,1,,,,Section=libs; Version=1.7.0-1+b2,,,,,,,
libgl2ps1.4,libgl2ps1.4,libgl2ps1.4,Lib providing high quality vector output for OpenGL application,,,1,1,,,,Section=libs; Version=1.4.2+dfsg1-2,,,,,,,
libgl1-mesa-dev,libgl1-mesa-dev,libgl1-mesa-dev,transitional dummy package,,,1,1,,,,Section=libdevel; Version=25.0.7-2,,,,,,,
libglew2.2,libglew2.2,libglew2.2,OpenGL Extension Wrangler - runtime environment,,,1,1,,,,Section=libs; Version=2.2.0-4+b2,,,,,,,
libglu1-mesa,libglu1-mesa,libglu1-mesa,Mesa OpenGL utility library (GLU),,,1,1,,,,Section=libs; Version=9.0.2-1.1+b3,,,,,,,
libopengl-dev,libopengl-dev,libopengl-dev,Vendor neutral GL dispatch library -- OpenGL development files,,,1,1,,,,Section=libs; Version=1.7.0-1+b2,,,,,,,
libhdf5-openmpi-dev,libhdf5-openmpi-dev,libhdf5-openmpi-dev,HDF5 - development files - OpenMPI version,,,1,1,,,,Section=libdevel; Version=1.14.5+repack-3,,,,,,,
libjpeg62-turbo-dev,libjpeg62-turbo-dev,libjpeg62-turbo-dev,Development files for the libjpeg-turbo JPEG library,,,1,1,,,,Section=libdevel; Version=1:2.1.5-4,,,,,,,
libjsoncpp26,libjsoncpp26,libjsoncpp26,library for reading and writing JSON for C++,,,1,1,,,,Section=libs; Version=1.9.6-3,,,,,,,
liblz4-1,liblz4-1,liblz4-1,Fast LZ compression algorithm library - runtime,,,1,1,,,,Section=libs; Version=1.10.0-4,,,,,,,
libxxhash-dev,libxxhash-dev,libxxhash-dev,header files and a static library for libxxhash,,,1,1,,,,Section=libdevel; Version=0.8.3-2,,,,,,,
libnetcdf22,libnetcdf22,libnetcdf22,Interface for scientific data access to large binary data,,,1,1,,,,Section=libs; Version=1:4.9.3-1,,,,,,,
pkgconf,pkgconf,pkgconf,manage compile and link flags for libraries,,,1,1,,,,Section=devel; Version=1.8.1-4,,,,,,,
libpng16-16t64,libpng16-16t64,libpng16-16t64,PNG library - runtime (version 1.6),,,1,1,,,,Section=libs; Version=1.6.48-1,,,,,,,
libpng-tools,libpng-tools,libpng-tools,PNG library - tools (version 1.6),,,1,1,,,,Section=libdevel; Version=1.6.48-1,,,,,,,
libpq5,libpq5,libpq5,PostgreSQL C client library,,,1,1,,,,Section=libs; Version=17.6-0+deb13u1,,,,,,,
libssl-dev,libssl-dev,libssl-dev,Secure Sockets Layer toolkit - development files,,,1,1,,,,Section=libdevel; Version=3.5.1-1,,,,,,,
libproj25,libproj25,libproj25,Cartographic projection library,,,1,1,,,,Section=libs; Version=9.6.0-1,,,,,,,
libpython3.13-dev,libpython3.13-dev,libpython3.13-dev,Header files and a static library for Python (v3.13),,,1,1,,,,Section=libdevel; Version=3.13.5-2,,,,,,,
libswscale8,libswscale8,libswscale8,FFmpeg library for image scaling and various conversions - runtime files,,,1,1,,,,Section=libs; Version=7:7.1.1-1+b1,,,,,,,
libtbb12,libtbb12,libtbb12,parallelism library for C++ - runtime files,,,1,1,,,,Section=libs; Version=2022.1.0-1,,,,,,,
libogg-dev,libogg-dev,libogg-dev,Ogg bitstream library development files,,,1,1,,,,Section=libdevel; Version=1.3.5-3+b2,,,,,,,
libtheora0,libtheora0,libtheora0,Theora Video Compression Codec (shared library - libtheora),,,1,1,,,,Section=libs; Version=1.2.0~alpha1+dfsg-6,,,,,,,
libtheoradec1,libtheoradec1,libtheoradec1,Theora Video Compression Codec (shared library - libtheoradec),,,1,1,,,,Section=libs; Version=1.2.0~alpha1+dfsg-6,,,,,,,
libtheoraenc1,libtheoraenc1,libtheoraenc1,Theora Video Compression Codec (shared library - libtheoraenc),,,1,1,,,,Section=libs; Version=1.2.0~alpha1+dfsg-6,,,,,,,
libjbig-dev,libjbig-dev,libjbig-dev,JBIGkit development files,,,1,1,,,,Section=libdevel; Version=2.1-6.1+b2,,,,,,,
libtiff6,libtiff6,libtiff6,Tag Image File Format (TIFF) library,,,1,1,,,,Section=libs; Version=4.7.0-3,,,,,,,
libtiffxx6,libtiffxx6,libtiffxx6,Tag Image File Format (TIFF) library -- C++ interface,,,1,1,,,,Section=libs; Version=4.7.0-3,,,,,,,
liblerc-dev,liblerc-dev,liblerc-dev,Limited Error Raster Compression library (Development files),,,1,1,,,,Section=libdevel; Version=4.0.0+ds-5,,,,,,,
libexpat1,libexpat1,libexpat1,XML parsing C library - runtime library,,,1,1,,,,Section=libs; Version=2.7.1-2,,,,,,,
libgcc-s1,libgcc-s1,libgcc-s1,GCC support library,,,1,1,,,,Section=libs; Version=14.2.0-19,,,,,,,
libglx0,libglx0,libglx0,Vendor neutral GL dispatch library -- GLX support,,,1,1,,,,Section=libs; Version=1.7.0-1+b2,,,,,,,
libhdf5-310,libhdf5-310,libhdf5-310,HDF5 C runtime files - serial version,,,1,1,,,,Section=libs; Version=1.14.5+repack-3,,,,,,,
libjpeg62-turbo,libjpeg62-turbo,libjpeg62-turbo,libjpeg-turbo JPEG runtime library,,,1,1,,,,Section=libs; Version=1:2.1.5-4,,,,,,,
liblzma5,liblzma5,liblzma5,XZ-format compression library,,,1,1,,,,Section=libs; Version=5.8.1-1,,,,,,,
libogg0,libogg0,libogg0,Ogg bitstream library,,,1,1,,,,Section=libs; Version=1.3.5-3+b2,,,,,,,
libopengl0,libopengl0,libopengl0,Vendor neutral GL dispatch library -- OpenGL support,,,1,1,,,,Section=libs; Version=1.7.0-1+b2,,,,,,,
libopenmpi40,libopenmpi40,libopenmpi40,high performance message passing library -- shared library,,,1,1,,,,Section=libs; Version=5.0.7-1,,,,,,,
libsqlite3-0,libsqlite3-0,libsqlite3-0,SQLite 3 shared library,,,1,1,,,,Section=libs; Version=3.46.1-7,,,,,,,
libstdc++6,libstdc++6,libstdc++6,GNU Standard C++ Library v3,,,1,1,,,,Section=libs; Version=14.2.0-19,,,,,,,
libtcl8.6,libtcl8.6,libtcl8.6,Tcl (the Tool Command Language) v8.6 - run-time library files,,,1,1,,,,Section=libs; Version=8.6.16+dfsg-1,,,,,,,
libtk8.6,libtk8.6,libtk8.6,Tk toolkit for Tcl and X11 v8.6 - run-time files,,,1,1,,,,Section=libs; Version=8.6.16-1,,,,,,,
libx11-6,libx11-6,libx11-6,X11 client-side library,,,1,1,,,,Section=libs; Version=2:1.8.12-1,,,,,,,
libxml2,libxml2,libxml2,GNOME XML library,,,1,1,,,,Section=libs; Version=2.12.7+dfsg+really2.9.14-2.1+deb13u1,,,,,,,
zlib1g,zlib1g,zlib1g,compression library - runtime,,,1,1,,,,Section=libs; Version=1:1.3.dfsg+really1.3.1-1+b1,,,,,,,
libvtk9.3-qt,libvtk9.3-qt,libvtk9.3-qt,"VTK libraries, Qt files",,,1,1,,,,Section=libs; Version=9.3.0+dfsg1-4+b1,,,,,,,
libxau-dev,libxau-dev,libxau-dev,X11 authorisation library (development headers),,,1,1,,,,Section=libdevel; Version=1:1.0.11-1,,,,,,,
libxdmcp-dev,libxdmcp-dev,libxdmcp-dev,X11 authorisation library (development headers),,,1,1,,,,Section=libdevel; Version=1:1.1.5-1,,,,,,,
x11proto-dev,x11proto-dev,x11proto-dev,X11 extension protocols and auxiliary headers,,,1,1,,,,Section=x11; Version=2024.1-1,,,,,,,
xtrans-dev,xtrans-dev,xtrans-dev,X transport library (development files),,,1,1,,,,Section=x11; Version=1.4.0-1,,,,,,,
libxcb1-dev,libxcb1-dev,libxcb1-dev,"X C Binding, development files",,,1,1,,,,Section=libdevel; Version=1.17.0-2+b1,,,,,,,
libxft2,libxft2,libxft2,FreeType-based font drawing library for X,,,1,1,,,,Section=libs; Version=2.3.6-1+b4,,,,,,,
libfontconfig1-dev,libfontconfig1-dev,libfontconfig1-dev,generic font configuration library - dummy package,,,1,1,,,,Section=libdevel; Version=2.15.0-2.3,,,,,,,
libfreetype6-dev,libfreetype6-dev,libfreetype6-dev,unknown,,,1,1,,,,missing in Packages file,,,,,,,
libxrender-dev,libxrender-dev,libxrender-dev,X Rendering Extension client library (development files),,,1,1,,,,Section=libdevel; Version=1:0.9.12-1,,,,,,,
libxss1,libxss1,libxss1,X11 Screen Saver extension library,,,1,1,,,,Section=libs; Version=1:1.2.3-1+b3,,,,,,,
libxext-dev,libxext-dev,libxext-dev,X11 miscellaneous extensions library (development headers),,,1,1,,,,Section=libdevel; Version=2:1.3.4-1+b3,,,,,,,
x11proto-scrnsaver-dev,x11proto-scrnsaver-dev,x11proto-scrnsaver-dev,transitional dummy package,,,1,1,,,,Section=x11; Version=2024.1-1,,,,,,,
libxt6t64,libxt6t64,libxt6t64,X11 toolkit intrinsics library,,,1,1,,,,Section=libs; Version=1:1.2.1-1.2+b2,,,,,,,
libsm-dev,libsm-dev,libsm-dev,X11 Session Management library (development headers),,,1,1,,,,Section=libdevel; Version=2:1.2.6-1,,,,,,,
libopenmpi-dev,libopenmpi-dev,libopenmpi-dev,high performance message passing library -- header files,,,1,1,,,,Section=libdevel; Version=5.0.7-1,,,,,,,
python3-mpi4py,python3-mpi4py,python3-mpi4py,bindings of the Message Passing Interface (MPI) standard,,,1,1,,,,Section=python; Version=4.0.3-4,,,,,,,
python3,python3,python3,interactive high-level object-oriented language (default python3 version),,,1,1,,,,Section=python; Version=3.13.5-1,,,,,,,
python3:any,python3:any,python3:any,unknown,,,1,1,,,,missing in Packages file,,,,,,,
libpython3.13,libpython3.13,libpython3.13,Shared Python runtime library (version 3.13),,,1,1,,,,Section=libs; Version=3.13.5-2,,,,,,,
tcl8.6-dev,tcl8.6-dev,tcl8.6-dev,Tcl (the Tool Command Language) v8.6 - development files,,,1,1,,,,Section=devel; Version=8.6.16+dfsg-1,,,,,,,
tcl,tcl,tcl,Tool Command Language (default version) - shell,,,1,1,,,,Section=interpreters; Version=8.6.16,,,,,,,
tk8.6-dev,tk8.6-dev,tk8.6-dev,Tk toolkit for Tcl and X11 v8.6 - development files,,,1,1,,,,Section=devel; Version=8.6.16-1,,,,,,,
tk,tk,tk,Toolkit for Tcl and X11 (default version) - windowing shell,,,1,1,,,,Section=interpreters; Version=8.6.16,,,,,,,
,,,,,,,,,,,,default-jdk,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,default-libmysqlclient-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libavcodec-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libavformat-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libavutil-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libc6-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libdouble-conversion-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libeigen3-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libexpat-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libfreetype-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libgdal-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libgl-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libgl2ps-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libglew-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libglu1-mesa-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libhdf5-mpi-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libjpeg-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libjsoncpp-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,liblz4-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libnetcdf-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libpng-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libpq-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libproj-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libpython3-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libswscale-dev,libvtk9-dev,Depends,#333,1,Depends,{}
,,,,,,,,,,,,libtbb-dev,libvtk9-dev,Depends,#333,1,Depends,{}
